KEY,ChineseTraditional
INN_DIMAEL_GIFT02,為什麼總是要給我這種東西呢？我最討厭麻煩的東西了。
INN_DIMAEL_CONNECT_GREETING_MAX,喔，你來啦。你在找什麼嗎？
INN_DIMAEL_CONNECT_CONVERSATION01,下一次打獵是什麼時候？希望這次的表現也能跟上次一樣好。
INN_DIMAEL_CONNECT_CONVERSATION02,此刻，這黑暗的力量即是我的力量，我可以隨心所欲地使用它了。
INN_DIMAEL_CONNECT_CONVERSATION03,我的報仇大業雖然還沒有完全結束...但至少目前我感到放心了。
INN_REINA_GREETING02,嘻，這裡很棒嘛！
INN_REINA_CONVERSATION04,有沒有可以介紹給我的委託呀？既然這樣就找一個最帥的人！！
INN_REINA_CONVERSATION05,我最討厭無趣的工作了！嘿嘿
INN_REINA_GIFT02,哇！這真的是要送我的嗎？嘿嘿，你最棒了！
INN_REINA_CONNECT_GREETING_MAX,你還是那麼帥嘛！！好久不見啊！
INN_REINA_CONNECT_CONVERSATION01,人們都以為我是個變態，這誤會可大了！我純粹只是喜歡他們的肉體！
INN_REINA_CONNECT_CONVERSATION02,傭兵生活的那段日子，我時常會想起我的家。尤其是下雨天，當你只能睡在骯髒地板上的時候…
INN_REINA_CONNECT_CONVERSATION03,即使在作為僱兵生活的時候…也有一些無法稱心如意的事情，那時候我總是會天南地北想了很多...
INN_PAVEL_GREETING02,這裡...為什麼會那麼溫暖呢...
INN_PAVEL_CONVERSATION04,安靜點...讓我休息一下吧...
INN_PAVEL_CONVERSATION05,你沒感覺到寒氣的樣子呢...
INN_PAVEL_GIFT02,...謝啦
INN_PAVEL_CONNECT_GREETING_MAX,...看起來很健康呢。
INN_PAVEL_CONNECT_CONVERSATION01,我本來也是一個人類…所以我能理解的。
INN_PAVEL_CONNECT_CONVERSATION02,你想了解關於龍的事情嗎？
INN_PAVEL_CONNECT_CONVERSATION03,她的靈魂這樣輕聲訴說…說想要多認識你。
INN_DEMIA_GREETING02,謝謝你邀請我。
INN_DEMIA_CONVERSATION04,如果有關於魔王軍的新消息，記得告訴我。
INN_DEMIA_CONVERSATION05,為了奧勒貝爾，我們已經做好隨時戰鬥的準備了！
INN_DEMIA_GIFT02,這個也會和士兵們分享吧。
INN_DEMIA_CONNECT_GREETING_MAX,我聽說你來找我啊？有什麼事嗎？
INN_DEMIA_CONNECT_CONVERSATION01,我很擔心公主的安危…肯定過得很艱難吧？她還這麼年輕…
INN_DEMIA_CONNECT_CONVERSATION02,那傢伙好像沒有要留在公主身邊的意思…真可惡啊！這傢伙真煩…
INN_DEMIA_CONNECT_CONVERSATION03,我啊？我呢～覺得有時候可以與你一同戰鬥也不錯呀。也可以順便伸展筋骨嘛！
INN_NAILA_GREETING02,原來人類的家長這樣啊。
INN_NAILA_CONVERSATION04,姊姊總是要我不要忘記身為鷹身人的驕傲。
INN_NAILA_CONVERSATION05,我要成為這世界上最出色的鷹身人戰士。
INN_NAILA_GIFT02,我一定會回禮的。
INN_NAILA_CONNECT_GREETING_MAX,你過得還好嗎？有持續在鍛鍊嗎？還是偷懶啦？
INN_NAILA_CONNECT_CONVERSATION01,真正的戰士是不會停止成長的！
INN_NAILA_CONNECT_CONVERSATION02,驕傲、榮譽。某些人來說，或許沒有用，但對我來說卻很重要。
INN_NAILA_CONNECT_CONVERSATION03,下次我們來場一對一的對決吧，好嗎？
INN_RODINA_GREETING02,啊！謝謝您邀請我！
INN_RODINA_CONVERSATION04,我餓了！請給我食物！
INN_RODINA_CONVERSATION05,蔬菜！香菇！
INN_RODINA_GIFT02,我要開動了！
INN_RODINA_CONNECT_GREETING_MAX,你好啊！你吃過了嗎？
INN_RODINA_CONNECT_CONVERSATION01,槍就等同於軍人的生命！你想看看我這把細心保養的槍嗎？
INN_RODINA_CONNECT_CONVERSATION02,住在冰穴的那位比我想像的還要溫和！既然他想假裝不是這樣，那我就當做不知道！
INN_RODINA_CONNECT_CONVERSATION03,弗魯斯哥哥不在這嗎？多虧了他，日子才沒那麼難過。
INN_MORRAH_GREETING02,真是醜陋。
INN_MORRAH_CONVERSATION04,不想死的話就別煩我。
INN_MORRAH_CONVERSATION05,別惹我。因為是不得已才來的。
INN_MORRAH_GIFT02,你覺得我會喜歡這種東西嗎。
INN_MORRAH_CONNECT_GREETING_MAX,你來啦。下一個戰場決定了嗎？
INN_MORRAH_CONNECT_CONVERSATION01,我發誓效忠瑪莉亞。但我也有欠你的...人情債。
INN_MORRAH_CONNECT_CONVERSATION02,惡龍將軍啊…對，在過去我是如此。那個時候…我沒有什麼其他的目標。
INN_MORRAH_CONNECT_CONVERSATION03,不要誤會了。我是一隻惡龍，是一個為了毀滅而生的魔族。但是...
INN_BAUDOUIN_GREETING02,自由奔放，隨心所欲的這種氣氛！完全符合我的喜好！
INN_BAUDOUIN_CONVERSATION04,以暴制暴！這句話也是神的箴言！哈哈哈～
INN_BAUDOUIN_CONVERSATION05,朋友啊！一起喝一杯吧！
INN_BAUDOUIN_GIFT02,哈哈哈，我會為你祈求露亞女神的祝福作為報答的！
INN_BAUDOUIN_CONNECT_GREETING_MAX,哇！看來你受到了露亞女神的恩寵呢！你整個在發光吶！
INN_BAUDOUIN_CONNECT_CONVERSATION01,如果那時候我去了帝國的話...父親...我真的做對了嗎...
INN_BAUDOUIN_CONNECT_CONVERSATION02,你知道露亞教團比想像中的還不怎麼樣嗎？就算信仰著神，他們仍然是一群凡人組成的。
INN_BAUDOUIN_CONNECT_CONVERSATION03,我想說的就是這個。即時行樂～懂嗎？能享樂的時候就盡情享樂，才不會留下遺憾。
INN_JANE_GREETING02,這是...哪裡...
INN_JANE_CONVERSATION04,好冷...不...好溫暖...
INN_JANE_CONVERSATION05,想不...起來...記憶...想要...想起來...
INN_JANE_GIFT02,禮物...？為什麼...總是...送我禮物？
INN_JANE_CONNECT_GREETING_MAX,等...那個人...回來之後...要跟他說...歡迎回來，辛苦了...
INN_JANE_CONNECT_CONVERSATION01,赤色的..閃光...溫暖的手...思念的眼眸...卻想不起來的...人...
INN_JANE_CONNECT_CONVERSATION02,失去了...記憶...變成...一片空虛...
INN_JANE_CONNECT_CONVERSATION03,始終如一...庇護著我的...溫暖棺木...
INN_AISHA_GREETING02,這個家不是很好呢。
INN_AISHA_CONVERSATION04,呃...食物就免了。感覺不太合胃口。
INN_AISHA_CONVERSATION05,下次來的話我會帶最高級的茶。
INN_AISHA_GIFT02,謝謝，如果有想要什麼儘管說。
INN_AISHA_CONNECT_GREETING_MAX,姐姐暫時去其他地方了，不用太擔心。
INN_AISHA_CONNECT_CONVERSATION01,別被貴族的笑給誤導了。他們的笑容不過是隱藏自身想法的面具。
INN_AISHA_CONNECT_CONVERSATION02,沒辦法叫她「姐姐」，讓我很不滿。她對我來說就像家人一樣！
INN_AISHA_CONNECT_CONVERSATION03,我的稱號是紫色...雖然七宗主排名不分先後，但我不想當光譜上最後一個顏色！
INN_LEO_GREETING02,哇，真的很溫馨呢！
INN_LEO_CONVERSATION04,書並沒有很多呢！要不要我從家裡帶點過來呢？
INN_LEO_CONVERSATION05,書中寫著世界萬物的真理呢！
INN_LEO_GIFT02,謝謝囉！下次也會邀請你來我家的！
INN_LEO_CONNECT_GREETING_MAX,你好。今天有什麼消息嗎？
INN_LEO_CONNECT_CONVERSATION01,今天也記錄了很多新東西，感覺每天都學到新事物呢。
INN_LEO_CONNECT_CONVERSATION02,外面有好多有趣的事呢！我也打算多多見識外面的世界。
INN_LEO_CONNECT_CONVERSATION03,請問你有時間嗎？我帶了新書來...
INN_FLUSS_GREETING02,作為邀請我的回禮，我帶了花來。
INN_FLUSS_CONVERSATION04,人就像劍一般，必須經過無數次的磨練才能成為真正的騎士。
INN_FLUSS_CONVERSATION05,帕菲真令人討厭。竟然用那種方法防範羅迪娜。
INN_FLUSS_GIFT02,為你的體貼再次乾杯。
INN_FLUSS_CONNECT_GREETING_MAX,敬你的...不，當我沒說...
INN_FLUSS_CONNECT_CONVERSATION01,嚴格來說，我們家族並不是帝國出身。
INN_FLUSS_CONNECT_CONVERSATION02,這花是為了紀念我祖先的國家。也是一種象徵，提醒我不要忘記失去的故土。
INN_FLUSS_CONNECT_CONVERSATION03,我們護衛隊說好聽點是直屬，大部分都是嬌生慣養的貴族公子哥兒們。真正厲害的傢伙們另有其人啊...
INN_LUNA_GREETING02,嗨～露娜又來了！
INN_LUNA_CONVERSATION04,這個地方似乎很有趣！露娜好開心！超級開心！
INN_LUNA_CONVERSATION05,露娜用紅蘿蔔來為你祈福！
INN_LUNA_GIFT02,這是真的紅蘿蔔沒錯吧？
INN_LUNA_CONNECT_GREETING_MAX,露娜過得很好哦！
INN_LUNA_CONNECT_CONVERSATION01,露娜在老家有很多朋友！可是想不起來家在哪裡！
INN_LUNA_CONNECT_CONVERSATION02,大家都覺得露娜最喜歡紅蘿蔔了。對！沒錯唷～
INN_LUNA_CONNECT_CONVERSATION03,嗯...那個...你....你有紅蘿蔔嗎？
INN_LAIAS_GREETING02,呵呵，你看起來很健康，真是太好了。
INN_LAIAS_CONVERSATION04,人類是個擁有無限潛能的神奇種族呢。
INN_LAIAS_CONVERSATION05,雖然時代改變，但人類依舊很神奇。
INN_LAIAS_GIFT02,謝謝，這些就給神殿的孩子們吧。
INN_LAIAS_CONNECT_GREETING_MAX,呵呵，你看起來很健康，真是太好了。
INN_LAIAS_CONNECT_CONVERSATION01,人類之子啊，你想用那股力量做什麼呢？
INN_LAIAS_CONNECT_CONVERSATION02,天族、魔族、人族、龍族...生命是生生不息的...
INN_LAIAS_CONNECT_CONVERSATION03,我會成為你生命裡的助力。
INN_ARCH_GREETING02,真高興見到你，願光明與你同在。
INN_ARCH_CONVERSATION04,世界的命運都掌握在你手中。
INN_ARCH_CONVERSATION05,受女神祝福之人，你要用那力量來做什麼呢？
INN_ARCH_GIFT02,雖然不知道該用在哪裡不過...謝啦。
INN_ARCH_CONNECT_GREETING_MAX,願光明與你同在，我的朋友。
INN_ARCH_CONNECT_CONVERSATION01,魔族...原本應該是要受到制裁的，\n但是對於幫助世人的魔族，又該如何處理呢...
INN_ARCH_CONNECT_CONVERSATION02,你的存在就像是一道燦爛的光芒，\n那純淨的靈魂，希望你之後也能好好保持。
INN_ARCH_CONNECT_CONVERSATION03,我曾以為你們這個物種很弱，但現在，我發現力量可以用不同的形式呈現。
INN_LEWICIA_GREETING02,嗯嗯～天氣很好呢。
INN_LEWICIA_CONVERSATION04,公主的地位？嗯...沒有仔細想過呢。
INN_LEWICIA_CONVERSATION05,比起陰暗又潮濕的故鄉，這裡好太多了。
INN_LEWICIA_GIFT02,這是禮物嗎？謝謝，看來我下次也該準備些什麼。
INN_LEWICIA_CONNECT_GREETING_MAX,嗨！今天天氣不錯呢。
INN_LEWICIA_CONNECT_CONVERSATION01,我的身體漸漸好轉了，都是託你的福。
INN_LEWICIA_CONNECT_CONVERSATION02,你問我為什麼身體恢復了，有時候還會變回小時候的身體？嗯...無聊吧？而且偶爾還會收到別人送我糖果呢。
INN_LEWICIA_CONNECT_CONVERSATION03,這個地方很舒適...我想多待一陣子，在你的身邊。
INN_NICX_GREETING02,又見面了呢，真高興見到你。
INN_NICX_CONVERSATION04,旅行很有趣呢，可以暫時丟下沉重的包袱，享受一下自由。
INN_NICX_CONVERSATION05,收集劍是我的興趣呢。
INN_NICX_GIFT02,竟然送我這麼貴重的禮物，謝謝你。
INN_NICX_CONNECT_GREETING_MAX,嗯。我已經知道你會來了。
INN_NICX_CONNECT_CONVERSATION01,想去什麼地方只要說一聲就好，我會幫你開啟通道的。
INN_NICX_CONNECT_CONVERSATION02,我對你要怎麼拯救世界，感到很有興趣。
INN_NICX_CONNECT_CONVERSATION03,你想了解我的力量嗎？呵呵，運算的機制有點複雜呢。
INN_ANNETTE_GREETING02,實驗～實驗～愉快的實驗～嗯？嗨！
INN_ANNETTE_CONVERSATION04,這些小可愛們漸漸在發展中！說不定很快就能投入實戰了！
INN_ANNETTE_CONVERSATION05,1個人分1個小可愛！怎麼樣？
INN_ANNETTE_GIFT02,呵呵呵，滿滿的研究費用！
INN_ANNETTE_CONNECT_GREETING_MAX,嗨！你今天也學習了嗎？
INN_ANNETTE_CONNECT_CONVERSATION01,很好～！和我一起去實驗我的新理論吧！
INN_ANNETTE_CONNECT_CONVERSATION02,我最近得到很多王室的研究補助金！所以研究都進行得很順利～
INN_ANNETTE_CONNECT_CONVERSATION03,我迫不及待要跟所有人分享我的小可愛們！
INN_MITRA_GREETING02,唷～是開槍的好日子呢。
INN_MITRA_CONVERSATION04,當時真的過得很開心，雖然老頭有點嚴格，但卻非常照顧部下。\n所以他離開軍隊時，我也跟著離開了！哈哈哈！
INN_MITRA_CONVERSATION05,啊～不知道我們家老爹最近過得如何呢。
INN_MITRA_GIFT02,喔，謝謝你。
INN_MITRA_CONNECT_GREETING_MAX,哦？你還活著啊？
INN_MITRA_CONNECT_CONVERSATION01,這把槍讓我的心情很好。有點不規矩的這點像我。
INN_MITRA_CONNECT_CONVERSATION02,科科！這傢伙偶爾會跟我講話呢！像「扣板機！扣板機！」這樣！嘿嘿嘿嘿嘿！
INN_MITRA_CONNECT_CONVERSATION03,你知道嗎？有一個帝國海軍出身，實力強到嚇死你的賞金獵人。如果那傢伙盯上你的話，你覺得會怎樣？
INN_RICARDO_GREETING02,你健康吧？生命值就是財富呢！
INN_RICARDO_CONVERSATION04,看來很努力地在進行鍛鍊呢！哈哈哈！！
INN_RICARDO_CONVERSATION05,酒？當然喜歡呀！不過酒量已經大不如前了！
INN_RICARDO_GIFT02,要買新衣服給孩子們呢！哈哈哈哈！
INN_RICARDO_CONNECT_GREETING_MAX,哈哈哈，你氣色看起來不錯啊！！
INN_RICARDO_CONNECT_CONVERSATION01,長期和魔族的戰爭...對民間的損害可是比人類之間的戰爭還大啊...
INN_RICARDO_CONNECT_CONVERSATION02,你問我的年紀？哈哈哈，當然是現在退休也很正常的年紀啊！只是一直還沒批准而已...
INN_RICARDO_CONNECT_CONVERSATION03,人生就是不斷的鍛鍊！運動很重要，要認真做啊！
INN_TANYA_GREETING02,...嗯。
INN_TANYA_CONVERSATION04,...’清潔婦’的角色...不想再當了...
INN_TANYA_CONVERSATION05,...明明不知道什麼時候會死...
INN_TANYA_GIFT02,...雖然...不需要...
INN_TANYA_CONNECT_GREETING_MAX,...你來了？
INN_TANYA_CONNECT_CONVERSATION01,抱歉...我不太擅長說話。
INN_TANYA_CONNECT_CONVERSATION02,跟我這種人在一起，一定很無趣吧。
INN_TANYA_CONNECT_CONVERSATION03,為什麼你對我那麼有興趣...？真是不懂...
INN_EZEKIEL_GREETING02,昨天沒睡好，好累。
INN_EZEKIEL_CONVERSATION04,克萊兒公國的那傻小子最近不知道過得如何。
INN_EZEKIEL_CONVERSATION05,你說這髮型嗎？如何，很帥吧？這往上翹的頭髮就是重點。
INN_EZEKIEL_GIFT02,唷～謝謝你～
INN_EZEKIEL_CONNECT_GREETING_MAX,哦？看來你已經跟那個傻小子打過招呼啦？
INN_EZEKIEL_CONNECT_CONVERSATION01,說實在的就算說我爸是魔族也無所謂，反正我也因此獲得了強大的力量。
INN_EZEKIEL_CONNECT_CONVERSATION02,那個傢伙就是對任何事都太沒信心了，根本沒有人能傷害我們。
INN_EZEKIEL_CONNECT_CONVERSATION03,有時候我確實是控制不了我的力量。哈，不過那也讓我蠻興奮的！哈哈！
INN_CASSANDRA_GREETING02,啊，嗨？
INN_CASSANDRA_CONVERSATION04,唉，聽說最近有些人偷偷在酒裡加水呢..真是擔心。
INN_CASSANDRA_CONVERSATION05,因為工作日夜顛倒的，好累呀。
INN_CASSANDRA_GIFT02,啊哈！謝啦～我會好好使用的。
INN_CASSANDRA_CONNECT_GREETING_MAX,唉呀，我正在想你呢...呵呵～我們真有默契啊！
INN_CASSANDRA_CONNECT_CONVERSATION01,收買人心是我的工作...但是你的心我不想收買。
INN_CASSANDRA_CONNECT_CONVERSATION02,不要跟別人說喔？其實不只帝國，奧勒貝爾利亞也有很多交易正在進行，特別是在奧勒貝爾王城～
INN_CASSANDRA_CONNECT_CONVERSATION03,就算和別人飲酒作樂，也常常感覺像只有自己一個人...只是，跟你在一起的時候不一樣。
INN_THEO_GREETING02,您好。
INN_THEO_CONVERSATION04,雖然並不是所有魔族都是邪惡的..例如那個像貓咪一樣的朋友。
INN_THEO_CONVERSATION05,我從小就拿著槍到處跑了。對控槍可是很上手的。
INN_THEO_GIFT02,謝謝你。內心變得很溫暖。
INN_THEO_CONNECT_GREETING_MAX,久疏問候，您近來可好？
INN_THEO_CONNECT_CONVERSATION01,那是第一次，我的心竟然也有融化的瞬間...就像被熾熱的太陽籠罩著。
INN_THEO_CONNECT_CONVERSATION02,大家都這麼問，問我為什麼要做到那個地步？我總是這麼回答的：我只是在找尋我的人生。
INN_THEO_CONNECT_CONVERSATION03,在遙遠的某一天，萬一...萬一她不認得我的話，真不知道該笑還是該哭。
INN_MEDIANA_GREETING02,很高興見到你～只是想來休息一下的，真是恰巧。
INN_MEDIANA_CONVERSATION04,新藥的成果嗎？呵呵，最近正在實驗呢。
INN_MEDIANA_CONVERSATION05,筆記本，筆記本...這主意必須寫起來才行。
INN_MEDIANA_GIFT02,天啊，謝謝你。可以裝滿新的毒了，呵呵呵...
INN_MEDIANA_CONNECT_GREETING_MAX,別來無恙？如果身體有哪裡不舒服，隨時可以找我喔。
INN_MEDIANA_CONNECT_CONVERSATION01,我知道，我是有點怪，但又怎麼樣呢？我就是長這樣囉。
INN_MEDIANA_CONNECT_CONVERSATION02,我相信，總有一天物理、化學的醫療方法會超越治療魔法的。
INN_MEDIANA_CONNECT_CONVERSATION03,你不是我的實驗對象，而是接收成果的人。啊！我不是說毒藥，我是說醫療方法啦。
INN_ODDY_GREETING02,哦呃...嗯？喔，你來啦。
INN_ODDY_CONVERSATION04,你說你沒空？哈哈，喬一下就好了啊。
INN_ODDY_CONVERSATION05,你說你第一次見到赤毧族？那也是有可能的。一般都是躲起來的呢！
INN_ODDY_GIFT02,這是給我的禮物？嗯，看來下次我也得準備點什麼才行了。
